dataset_idx,dataset_name,traj_idx,traj_name,frame_idx,clean_mean_partial_rms,adv_mean_partial_rms,adv_delta_mean_partial_rms,adv_ratio_mean_partial_rms,adv_delta_ratio_mean_partial_rms
2,2,24,00024_seed_00001,2,2.0463473796844482,2.0463476181030273,2.384185791015625e-07,1.0000001165093382,2.0463476181030273
2,2,24,00024_seed_00001,3,3.065664768218994,3.0656650066375732,2.384185791015625e-07,1.0000000777705969,3.0656650066375732
2,2,24,00024_seed_00001,4,4.082409381866455,4.082409381866455,0.0,1.0,4.082409381866455
2,2,24,00024_seed_00001,5,5.096579551696777,5.096579551696777,0.0,1.0,5.096579551696777
2,2,24,00024_seed_00001,6,6.108173370361328,6.108173370361328,0.0,1.0,6.108173370361328
2,2,24,00024_seed_00001,7,7.117181777954102,7.117181777954102,0.0,1.0,7.117181777954102
2,2,25,00025_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,25,00025_seed_00001,1,0.8964834213256836,0.8964834213256836,0.0,1.0,0.8964834213256836
2,2,25,00025_seed_00001,2,1.7907103300094604,1.790710210800171,-1.1920928955078125e-07,0.999999933429049,1.790710210800171
2,2,25,00025_seed_00001,3,2.6827034950256348,2.6827034950256348,0.0,1.0,2.6827034950256348
2,2,25,00025_seed_00001,4,3.572483539581299,3.572483539581299,0.0,1.0,3.572483539581299
2,2,25,00025_seed_00001,5,4.460073471069336,4.460073471069336,0.0,1.0,4.460073471069336
2,2,25,00025_seed_00001,6,5.345491886138916,5.345491886138916,0.0,1.0,5.345491886138916
2,2,25,00025_seed_00001,7,6.228764533996582,6.228764533996582,0.0,1.0,6.228764533996582
2,2,26,00026_seed_00001,0,0.0,0.0,0.0,0,0.0
2,2,26,00026_seed_00001,1,1.087523102760315,1.087523102760315,0.0,1.0,1.087523102760315
2,2,26,00026_seed_00001,2,2.1717231273651123,2.1717231273651123,0.0,1.0,2.1717231273651123
2,2,26,00026_seed_00001,3,3.2526192665100098,3.2526192665100098,0.0,1.0,3.2526192665100098
2,2,26,00026_seed_00001,4,4.33022403717041,4.330224514007568,4.76837158203125e-07,1.0000001101183573,4.330224514007568
2,2,26,00026_seed_00001,5,5.404544830322266,5.404544830322266,0.0,1.0,5.404544830322266
2,2,26,00026_seed_00001,6,6.475601673126221,6.475601673126221,0.0,1.0,6.475601673126221
